id_hotel|id_ciudad|nombre_hotel|descripcion_hotel|tarjeta_hotel|ubicacion_hotel|direccion_hotel|web_hotel|clasificacion_hotel|foto_hotel|latitud|longitud
11|1|Hotel Akros|AKROS es lujo y ubicación. Este es el hotel ideal para el viajero de negocios y grupos turísticos: Usted podrá gozar de una vista panorámica privilegiada de la ciudad y el acceso inmediato y directo a la zona bancaria, el aeropuerto, el centro histórico, y a pocos minutos del Centro Comercial El Jardín, CCI y Quicentro.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. 6 de diciembre N34-120|www.hotelakros.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Akros1g.jpg|-0.184922|-78.478853
12|1|Hotel Apart Los Quipus|Trabajamos para el mundo de la cooperación al desarrollo, ofreciendo vivienda temporal en un ambiente familiar, facilidades de oficina y acceso a información sobre el país. En los Quipus encontrará colegas con quien compartir inquietudes sobre el desarrollo.|Aceptamos Diners / Mastercard / Visa|Dentro de la ciudad|Lérida E14-55 y Lugo. La Floresta|www.losquipus.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Quipus1g.jpg|-0.211561|-78.484894
13|1|Hotel Apart Walther|En el Centro de Quito moderno se encuentra ubicado el Hotel Walther, a pocos pasos del parque la Carolina. Mall el Jardín, el Distrito Financiero y Comercial y 60 minutos del Aeropuerto Mariscal Sucre.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Alpallana 300 y Diego de Almagro|www.hotelwalther.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Walther1g.jpg|-0.193614|-78.484097
14|1|Hotel Barnard|"""Situado estratégicamente en el Centro Norte de Quito, a sólo 5 minutos de la """"Casa de la Cultura Ecuatoriana Benjamín Carrión"""", a pocos pasos del Coliseo """"General Rumiñahui"""", de la Universidad Católica y Escuela Politécnica Nacional y a 15 minutos del Centro de Convenciones """"Eugenio Espejo"""", """"Palacio de Cristal - Itchimbia"""" y la """"Plaza Foch"""".  Hotel Barnard se encuentra a 40 Km. de distancia del Nuevo Aeropuerto Mariscal Sucre."|Aceptamos: Mastercard / Visa / American Express / Diners|Dentro de la ciudad|Queseras del Medio E11-205 y Av. Gran Colombia|www.hotelbarnard.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Barnard1g.jpg|-0.213296|-78.491486
15|1|Hotel Casa Gangotena|La histórica mansión Casa Gangotena ha sido restaurada para renacer como un elegante Hotel Boutique. Casa Gangotena, ubicada en la esquina de la Plaza San Francisco, ocupa un lugar privilegiado en el Centro Histórico de la ciudad de Quito, declarada Patrimonio Cultural de la Humanidad por la UNESCO en 1978.|Aceptamos American Express / Diners / Mastercard / Visa|Centro Historico|Bolívar 541 y Cuenca (esquina)|www.casagangotena.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Casagangotena1g.jpg|-0.221300|-78.515477
16|1|Hotel Embassy|Desde 1979, HOTEL EMBASSY presta servicios a clientes nacionales y extranjeros, cumpliendo a satisfacción con sus exigencias y necesidades. Después de su llegada al Hotel Embassy, usted descubrirá el verdadero sentido de la hospitalidad ecuatoriana.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Wilson 441 y Av. 6 de Diciembre|www.hembassy.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Embassy1g.jpg|-0.203127|-78.491978
17|1|Hotel Holiday Inn Express|Holiday Inn Express Quito está ubicado en la Avenida Francisco de Orellana, una de las más importantes de la Capital del Ecuador. Está en la zona comercial y financiera de la ciudad, rodeado de modernos centros comerciales, culturales y turísticos. Su localización ofrece acceso inmediato a la Zona Rosa de la ciudad y al maravilloso Centro Histórico, Patrimonio Cultural de la Humanidad.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. Francisco de Orellana E6-54 y Reina Victoria|www.hiexpress.com/quito|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Holiday1g.jpg|-0.197976|-78.487486
18|1|Hotel Howard Johnson Quito|Ubicado en una zona segura, lo que le permitirá movilizarse a cualquier área de la ciudad sin pérdida de tiempo. En el centro bancario y comercial de la ciudad capital del Ecuador, a pocos pasos del Mall El Jardín, el Parque la Carolina y el Centro de Exposiciones Quito.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Alemania E5-103 y República|www.hojo.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Hjohnson1g.jpg|-0.186294|-78.487941
19|1|Hotel Le Parc|De arquitectura y decoración vanguardista en un ambiente cálido, moderno y lujoso, la calidad en el diseño y los materiales, la tecnología de punta, el esmero en la atención y la infinidad de detalles son los elementos invalorables que usted encontrará en nuestro hotel cada vez que nos visite.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. República del Salvador N34-349 e Irlanda|www.leparc.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Leparc1g.jpg|-0.183612|-78.480932
20|1|Hotel República|Hotel República les da la más cordial bienvenida a ejecutivos, familiares y amistades de su distinguida empresa, nos encontramos en el centro comercial y bancario de la ciudad de Quito, cerca de los puntos culturales de interés.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. República E2-137 y Azuay|www.hotelrepublica.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Republica1g.jpg|-0.184329|-78.488788
21|1|Hotel Río Amazonas Internacional|Hotel Río Amazonas Internacional, el placer de sentirse en casa os da la mas cordial bienvenida e invita a disfrutar de sus confortables habitaciones y una amplia gama de gastronomía nacional e internacional. Está ubicado en Amazonas y Cordero esquina, en la zona bancaria, comercial y turística de Quito, capital del Ecuador, conocida mundialmente como mitad del mundo.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Cordero E4-375 y Av. Amazonas|www.hotelrioamazonas.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Amazonas1g.jpg|-0.200698|-78.490826
22|1|Hotel Sebastian|Disfrute de la elegancia y sobriedad de sus instalaciones en un ambiente familiar y reconocido por su servicio personalizado. La cálida atmósfera de este Hotel, hace que su estadía sea totalmente placentera. Nuestra Misión es servir con amabilidad, profesionalismo y excelencia; y nuestro Objetivo es satisfacer al huésped haciendo del Hotel Sebastián, su hogar fuera de casa, simplemente encantador. Tenemos la mejor ubicación en el área hotelera Quito, rodeado de los mejores, restaurantes, bares, discotecas, galerías de arte, agencias de viajes, aerolíneas y bancos. A tan sólo diez minutos se encuentra el Casco Colonial más grande de América, declarado Patrimonio Cultural de la Humanidad, con una riqueza arquitectónica de singular belleza, presente en sus iglesias, claustros y museos.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Almagro 822 y Cordero|www.hotelsebastian.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Sebastian1g.jpg|-0.202111|-78.488336
23|1|Hotel Tambo Real|"Reciba un cordial saludo de quienes conformamos parte del HOTEL TAMBO REAL, ""LA EXTENSIÓN DE SU HOGAR"". Estamos estratégicamente ubicados en el corazón de Quito en el área turística, comercial y bancaria, frente a la Casa de la Cultura, cerca de la Mariscal y a pocos minutos del teleférico."|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. 12 de Octubre 6-70 y Queseras del Medio|www.hoteltamboreal.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Tamboreal1g.jpg|-0.210921|-78.494035
24|1|Hostal Anahí Boutique|Hotel Boutique Anahí está ubicado en una de las mejores zonas de Quito - el prestigioso barrio La Mariscal, a poca distancia a pie del centro financiero y comercial, y cerca de muchos lugares interesantes de atracción cultural y de restaurantes de la ciudad de Quito. El Hotel fue concebido uniendo las piezas adecuadas para mezclarlas, combinarlas entre sí y conseguir un equilibrio perfecto de simplicidad y estilo. No obstante ser un hotel, este ha sido cuidadosamente diseñado para satisfacer las necesidades de los viajeros más exigentes a través de un servicio personalizado.|Sin Informacion|Dentro de la ciudad|Tamayo N23-95 y Wilson|www.anahihotelquito.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Anahi1g.jpg|-0.206725|-78.490115
25|1|Hostal Casa Kolping Quito|La Casa Kolping Quito forma parte de la línea de proyectos productivos y de servicios de la Fundación Kolping Ecuador. Su misión es brindar hospedaje de calidad en un ambiente familiar y acogedor.|Sin Informacion|Dentro de la ciudad|Luis Cordero E2-63 y Ulpiano Paez|www.hotelcasakolpingquito.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Casakolping1g.jpg|-0.199524|-78.494946
26|1|Hostal La Villa|Hostal La Villa, con un exclusivo estilo europeo, donde podrá disfrutar de un servicio totalmente personalizado, que hará muy grata su estadía en nuestra ciudad. Ubicado en la zona rosa de Quito, rodeado de los lugares de mayor importancia, Avda. de los Castillos, Embajadas, World Trade Center , restaurantes, bancos etc.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Toledo 1455 y Coruña|www.hostallavilla.com|3|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Lavilla1g.jpg|-0.194985|-78.494533
27|1|Hostal Aleida's|Hostal Aleida´s está estratégicamente situado a sólo 5 minutos de La Mariscal, en una zona residencial, segura, tranquila, moderna y accesible de Quito. Es una casa construida en la década de 1950, rodeada de varios hoteles internacionales, negocios, bancos, supermercados, universidades, lugares culturales, farmacias y muchos restaurantes de comida local e internacional, todo lo cual hace de la zona un lugar único y agradable en la ciudad.  Nuestro objetivo es ofrecer un ambiente familiar, donde los turistas locales e internacionales se sientan como en su propia casa. Desde Hostal Aleida´s es sólo un corto paseo hasta el maravilloso Museo del Banco Central o la Casa de la Cultura, y a solo unos minutos de distancia en bus o taxi, se puede visitar el Casco Colonial más grande de América, declarado Patrimonio Cultural de la Humanidad, con sus numerosas iglesias y plazas, museos, el Palacio Presidencial y muchas más atracciones.|Sin Informacion|Dentro de la ciudad|Andalucía N24-359 y Francisco Salazar|www.aleidashostal.com.ec|2|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Aleidas1g.jpg|-0.205604|-78.483917
28|2|Hotel Continental|El Hotel Continental es tradición, comodidad y pasión por el servicio; esto lo convierte en el mejor Hotel para hospedarse en su visita de negocios, o de turismo, en la ciudad de Guayaquil. Desde su creación, y durante sus 4 décadas de experiencia, nos hemos ocupado de todos los detalles. El Hotel está estratégicamente ubicado en pleno centro turístico, histórico, comercial y bancario de Guayaquil. En pocos minutos estará en una reunión de negocios, museos, parques y demás lugares de entretenimiento que ofrece la ciudad. En materia gastronómica, somos sin modestia, los mejores de Guayaquil. Sentirá, a cada momento la hospitalidad que nos caracteriza y que es parte de nuestra excelencia.|Aceptamos American Express / Diners / Mastercard / Visa / Discover|Dentro de la ciudad|Chile 512 y 10 de Agosto|www.hotelcontinental.com.ec|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Continental1g.gif|-2.195112|-79.882911
29|2|Hotel Grand Hotel Guayaquil|Grand Hotel Guayaquil está convenientemente localizado en pleno Centro Turístico de la ciudad y comparte una manzana completa con la principal Catedral de la ciudad. Además está cercano a las principales dependencias gubernamentales y del sector financiero y comercial de la urbe.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Boyacá 1615 y Clemente Ballén|www.grandhotelguayaquil.com|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Grandhotelguayaquil1g.jpg|-2.194669|-79.884706
30|2|Hotel Hampton Inn by Hilton Guayaquil|El Hotel Hampton Inn by Hilton de Guayaquil está ubicado en el corazón turístico, financiero y comercial de Guayaquil, a 12 minutos del Aeropuerto Internacional José Joaquín de Olmedo. Si usted viaja por negocios o placer, nuestro hotel es el mejor sitio para hospedarse, ya que haremos de su estadía una experiencia inolvidable. Estamos ubicados a pocas cuadras del espectacular Malecón 2000, Barrio Las Peñas, museos, parques, la Catedral, iglesias tradicionales y más. Cuenta con 95 habitaciones, entre sencillas, matrimoniales, Jr. Suites, Business Suite y habitación para discapacitados. Hampton Inn by Hilton es el único de la cadena en el Ecuador y en Sudamérica, y, seguramente uno de los más completos y cómodos de toda la franquicia. Ha recibido varios premios de parte de la Cadena, otorgados en base a los excelentes comentarios positivos de los huéspedes.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|9 de Octubre 432 y Baquerizo Moreno|www.guayaquil.hamptoninn.com|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Hampton1g.jpg|-2.191436|-79.882687
31|2|Hotel Hilton Colón Guayaquil|Hilton Colón Guayaquil, producto líder en el Mercado, reconocido por su buen servicio, calidad y un alto nivel de seguridad en sus instalaciones. Brinda a sus clientes la mejor infraestructura hotelera de la ciudad en las que incluye: las más grandes facilidades en el área de banquetes & meetings para congresos y convenciones, Piso y Lounge Ejecutivo, área de piscina, un Fitness Center completo, Hhonors: el único programa de fidelidad que ofrece doble puntaje, las habitaciones más grandes de la ciudad con: 42 mts2, ventanas isonorizadas, wireless y banda ancha, Cafetería y Room Service las 24 horas, counters de aerolíneas y Galería de compras.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. Francisco de Orellana Mz. 111|hilton.com|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Hiltongye1g.jpg|-2.158844|-79.898012
32|2|Hotel Oro Verde Guayaquil|El Hotel Oro Verde Guayaquil, está ubicado en el área comercial y bancaria de Guayaquil, la ciudad más grande de Ecuador y puerto principal del país. Las atracciones turísticas de las inmediaciones incluyen al Malecón de El Salado, Malecón 2000, Las Peñas, Centro Comercial San Marino y el Museo del Banco Central. El Aeropuerto Internacional Simón Bolívar está a 10 minutos en automóvil del hotel.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|9 de Octubre y García Moreno|www.oroverdeguayaquil.com|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Oroverdegye1g.jpg|-2.188708|-79.891416
33|2|Hotel Ramada|Un tradicional Hotel de Guayaquil, con la mejor y más privilegiada ubicación, frente al Río Guayas y al Malecón 2000, una obra que combina la arquitectura, naturaleza, recreación y comercio. Estamos a pocos pasos de los sitios de mayor interés turístico de la ciudad: Barrio Las Peñas, Cerro Santa Ana y su Plaza Mirador El Fortín, Mercado Artesanal, etc.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Malecón 606 y Manual Antonio de Luzarraga|www.hotelramada.com|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Ramada1g.jpg|-2.188630|-79.878498
34|2|Hotel Sheraton Guayaquil|El SHERATON GUAYAQUIL está ubicado dentro del sector administrativo, financiero, empresarial y comercial Plaza del Sol, frente al Centro Comercial Mall del Sol, a tan solo 5 minutos del Aeropuerto Internacional José Joaquín de Olmedo, y a 3 minutos del Centro de Convenciones Simón Bolívar de la ciudad.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. Joaquín Orrantía, Plaza del Sol|www.sheraton.com|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Sheratongye1g.jpg|-2.156354|-79.891469
35|2|Hotel Unipark|Una imponente Catedral, un parque lleno de iguanas, románticas calles adoquinadas, el río Guayas escoltado por un moderno malecón, pintorescas casas de colores en el cerro Santa Ana.... Guayaquil está llena de magia y el mejor lugar para conocerla es el Unipark Hotel, a sólo 15 minutos del aeropuerto Internacional José Joaquín de Olmedo, en el corazón de sus tradiciones. Atractivos turísticos, la zona comercial y financiera, diversión a lo grande, todo estará a sólo pasos de su habitación.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Clemente Ballén 406 y Chile|www.uniparkhotel.com|5|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Unipark1g.jpg|-2.194288|-79.883064
36|2|Hotel Palace|Con más de 50 años de experiencia Hotel Palace es la combinación perfecta entre lo antiguo y tradicional con lo acogedor y moderno. Nuestra visón de servicio y cordialidad nos convierten en el lugar predilecto de turistas y ejecutivos de negocios que buscan una atmósfera familiar y calidad en los detalles. Estamos ubicados en el centro de Guayaquil, un centro regenerado que invita a sus visitantes a disfrutar de sus atracciones y espacios de interés. A tres cuadras del Malecón 2000 y 15 minutos del aeropuerto su mejor negocio en Guayaquil empieza hospedándose con nosotros.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Chile 214 y Luque|www.hotelpalaceguayaquil.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Palacegye1g.jpg|-2.192827|-79.882434
37|2|Apart Hotel Kennedy|Apart Hotel Kennedy, una nueva tendencia hotelera en Guayaquil ubicado en la Ciudadela Kennedy Norte, el nuevo centro económico y financiero de este ciudad, a solo tres minutos del Aeropuerto Internacional José Joaquín de Olmedo. Hospedamos al mundo de los negocios. Contamos con lujosas habitaciones sencillas, dobles, matrimoniales y apartamentos.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Nahím Isaías y Vicente Norero|www.hotelkennedy.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Kennedy1g.jpg|-2.160359|-79.897376
38|2|Hotel Alexander|El Hotel Alexander posee excelentes estándares de servicios a precios económicos, así como una estratégica ubicación en el centro comercial de Guayaquil que es conveniente para viajeros de negocio y familiar. Un hotel familiar para que se sienta como en casa.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Luque 1107 y Pedro Moncayo|www.hotelalexander.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Alexander1g.jpg|-2.191397|-79.889491
39|2|Hotel Castell|En el sector más exclusivo de Guayaquil, a 3 minutos del Aeropuerto Internacional “José Joaquín de Olmedo”, “Centro de Convenciones” y a 10 minutos del majestuoso “Malecón 2000”. En el centro financiero y de negocios más importante de la ciudad. Rodeado de centros comerciales como San Marino, Policentro, Mall del Sol, restaurantes nacionales e internacionales, galerías, museos y principales atractivos turísticos de la ciudad.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. Miguel H. Alcivar y Ulloa (Mz. 309 Solar 11)|www.hotelcastell.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Castell1g.jpg|-2.162395|-79.895033
40|2|Hotel Cityplaza|Hotel CITYPLAZA está estratégicamente ubicado en pleno centro turístico, histórico, comercial y bancario de Guayaquil. Un nuevo concepto de hotelería, cuya filosofía se basa en la calidad, y el servicio. Innovación, diseño, confort y tecnología son las principales características, esto lo convierte en la mejor opción para hospedarse en su visita de negocios o de turismo en la ciudad de Guayaquil, ya que haremos de su estadía una experiencia memorable.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Boyacá 922 y Víctor Manuel Rendón|www.hotelcityplaza.com.ec|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Cityplaza1g.jpg|-2.189866|-79.883770
41|2|Hotel Del Rey|En Guayaquil, Usted tiene un lugar perfecto donde alojarse y sentirse como en su propia casa, ubicado en el centro geográfico de Guayaquil. Cerca de todo, con el menor esfuerzo de movilización a pocos minutos de cualquier lugar de la ciudad. Sus viajes de negocio o placer son mas cómodos al hospedarse con nosotros y recibir el servicio personalizado que usted se merece.Desde el momento que usted ingresa a recepción experimenta la cordialidad y simpatía que este, su hotel amigo le brinda|Aceptamos Diners / Visa|Dentro de la ciudad|Aguirre y Andrés Marín|www.hoteldelrey-ecu.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Delrey1g.jpg|-2.190091|-79.899176
42|2|Hotel Galeria Man Ging|Un hotel innovador, moderno y funcional que se levanta en el corazón de la zona turística, financiera y comercial de la ciudad de Guayaquil. Hotel Galería Man Ging ha sido diseñado con la finalidad de ser un aporte turístico, cultural y artístico para nuestra ciudad y de sus visitantes.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. 9 de Octubre 1608 y Garcia Moreno|www.hotelgaleriamanging.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Manging1g.jpg|-2.188395|-79.891380
43|2|Hotel Gold Center|GOLD CENTER HOTEL, ubicado en el Centro Comercial y Turístico al norte de Guayaquil, calificado como establecimiento de primera categoría, por las comodidades y servicios que ofrece a sus huéspedes. Estamos a pocos minutos del aeropuerto, terminal terrestre y a vías de enlace al sector industrial. Ofrecemos tarifas corporativas especiales, con una atención de cinco estrellas a un costo muy conveniente.|Aceptamos American Express / Diners / Mastercard / Visa|Dentro de la ciudad|Av. Rodolfo Baquerizo Nazur y J. María Egas|www.goldcenterhotel.com|4|http://www.hotelesecuador.com.ec/imagenes/hoteles/grandes/Goldcenter1g.jpg|-2.138615|-79.898853
